town,score,number_of_posts
"Wyandotte, MI",0.21918027210884353,882
"Walker, MI",0.3180867469879518,83
"Fithian, IL",0.05017777777777778,18
"Madera, CA",0.1896090909090909,55
"Sanger, TX",0.2947157894736842,38
"Worthington, PA",0.4246776315789474,76
"Sharon, CT",-0.02,3
"New Germany, MN",0.21183947368421052,38
"Pine River, MN",0.07329557522123895,113
"Nevis, MN",0.17776153846153847,39
"Tiline, KY",-0.09,1
"West Haven, UT",0.32214605988967693,2538
"Norris, SC",0.3804266666666667,15
"Saint Cloud, FL",0.040166666666666635,6
"Kingstree, SC",0.0,1
"Buffalo, MN",0.2887730245231608,1468
"Tacoma, WA",0.20942541603630863,1322
"Factoryville, PA",0.17634,20
"Enola, PA",0.3920114457831325,3984
"Milroy, PA",0.20662142857142857,140
"New Alexandria, PA",0.4126625,24
"Green Isle, MN",0.382558064516129,62
"Long Prairie, MN",0.28689285714285717,42
"Joliet, IL",0.3004736876813506,15164
"Howard Lake, MN",0.22487941176470588,68
"Blooming Prairie, MN",0.0,3
"Forest City, IL",-0.0025,4
"Van, TX",n/a,0
"Mount Hope, KS",0.0,4
"Midway, PA",0.2599684,250
"Mora, MN",0.05381475409836066,61
"San Tan Valley, AZ",0.30890245098039215,204
"Price, UT",0.04732352941176471,34
"Willard, MO",0.21991521739130435,460
"Sioux Falls, SD",0.33526355140186914,107
"Nichols, SC",0.2581108343711083,803
"Muldraugh, KY",n/a,0
"Canton, OH",0.39010086206896555,116
"Prattville, AL",0.3220457317764426,8821
"Lyndonville, VT",0.5567599999999999,20
"Fayetteville, GA",0.277189025974026,6160
"Allenport, PA",0.0,6
"Jessup, PA",0.2916485714285714,140
"Mechanicsburg, PA",0.29741355467967134,14969
"Leola, PA",0.3632810200668896,2392
"Macungie, PA",0.36918087995654536,3682
"Davie, FL",0.5724641304347826,276
"Foley, MN",0.20618949579831933,238
"Doraville, GA",0.22787733644859814,428
"Downey, CA",0.2005109677419355,155
"Johnson City, TN",0.2403477099236641,262
"Tonganoxie, KS",0.32843185078909615,697
"Coalinga, CA",n/a,0
"Cordova, SC",0.0,1
"Williston, VT",0.487646404494382,2670
"Nauvoo, AL",0.0,4
"Tallassee, AL",0.3770092796092796,819
"Louisville, KY",0.271266151564887,334504
"Lawrence, MA",0.18796446875899797,3473
"Woburn, MA",0.34245261809903244,3514
"Cantonment, FL",0.220206050955414,628
"Michigan City, IN",0.17172888888888888,180
"Creekside, PA",0.22481619402985073,2680
"Greenfield Township, PA",0.2725881909547739,796
"San Juan, TX",-0.028533333333333324,48
"Clairton, PA",0.30491848739495797,238
"Good Thunder, MN",0.4404,7
"Elk Grove, CA",0.2794293395675044,1711
"Moab, UT",0.29673690786048934,3842
"Kansas City, MO",0.25472109961922407,38869
"Whitney, TX",0.35356600372902425,1609
"Harrisville, RI",0.21630833333333335,36
"Shelby, AL",0.13692910798122065,213
"Vance, AL",0.18603763440860216,93
"Camp Hill, AL",0.1494235294117647,17
"Spruce Pine, AL",-0.444,2
"Florissant, MO",0.22506138902379796,4118
"Takoma Park, MD",0.39439117647058825,204
"Masontown, WV",0.10728333333333333,36
"New Wilmington, PA",0.35772499999999996,8
"Cincinnati, OH",0.39096240380262565,4418
"Gap, PA",0.3000488997555012,1636
"Troy, MI",0.4385067796610169,354
"Lizella, GA",0.24981308411214953,1712
"Saegertown, PA",0.07132857142857142,28
"Glen Richey, PA",0.0,8
"White Oak, PA",0.2154183745583039,566
"Brooklyn Park, MN",0.22976442771084338,3320
"Vernon Hills, IL",0.22095052631578949,1520
"North Providence, RI",0.24584198895027626,2172
"Oxford, ME",0.2967967741935484,31
"Pleasant Prairie, WI",0.6827454545454545,66
"East Cleveland, OH",0.16445500000000002,100
"Scranton, SC",0.2712769230769231,26
"Berry, AL",0.18751014492753623,69
"Opelika, AL",0.27069610038610037,2590
"Phenix City, AL",0.27325529920692143,6935
"Tuscumbia, AL",0.25090382165605096,314
"Las Vegas, NV",0.2506076539589443,3410
"Peach Bottom, PA",0.390333389261745,1192
"Carlton, PA",0.0,2
"Crum Lynne, PA",0.18284193548387098,62
"Duryea, PA",0.23954999999999999,84
"Kempton, IN",0.0,4
"Lakewood, PA",0.0,12
"New Providence, PA",0.2881891891891892,1036
"Pittsfield, PA",-0.03125,16
"Evanston, IL",0.31473239436619715,3834
"Lisle, IL",0.39889790131725833,4479
"Crosslake, MN",0.3266281407035176,199
"Merrifield, MN",0.20463168316831684,101
"Fort Scott, KS",0.1241391304347826,46
"Lewisville, TX",0.2554433628318584,904
"Winnsboro, TX",0.22302625,160
"California, KY",0.24367713004484307,223
"Mission Hills, CA",0.16430188679245283,53
"Akron, OH",0.22534772727272728,132
"Wyoming, RI",0.3600241379310345,203
"Salmon, ID",0.40473257142857144,175
"Bellmawr, NJ",0.19532603773584906,530
"Hilton Head Island, SC",0.30907073573987326,3629
"Liberty, SC",0.2570310185185185,648
"Sheldon, SC",-0.08205,4
"Joppa, AL",0.4044384615384615,52
"Eclectic, AL",0.23327979797979798,693
"Maylene, AL",0.27129117799688635,1927
"Ralph, AL",0.07095,16
"Bono, AR",0.2198842105263158,931
"Virginia, MN",0.11414857142857143,35
"Allison, PA",0.34588665413533837,1064
"Blakeslee, PA",0.42977796610169494,118
"Sacramento, CA",0.3277200608673599,3943
"Renovo, PA",n/a,0
"West Alexander, PA",0.25290153846153846,130
"Ernest, PA",0.19540000000000002,6
"Hereford, PA",0.16043247863247864,234
"Smithville, MO",0.24065861008610087,1626
"Stratford, CT",0.20346829268292682,82
"Benson, MN",0.19601428571428572,14
"Zeeland, MI",0.2672342482100239,838
"Johnsburg, IL",0.3751492957746479,71
"Hendersonville, TN",n/a,0
"Trenton, TX",0.18663617021276596,188
"Auburn, AL",0.2981764844701583,13136
"Elmwood, IL",0.12443591047812819,983
"Wilder, KY",0.24411333333333332,45
"Valley Park, MO",0.28355761543762925,1451
"Maplesville, AL",0.01602,5
"Cash, AR",0.2405,4
"Dearborn, MO",0.26471075268817207,93
"Mercer, WI",0.0,6
"Austin, PA",0.2003742268041237,388
"Charleston, SC",0.3045039973164868,17887
"Shickshinny, PA",0.3577435643564357,202
"Harborcreek, PA",-0.007858333333333328,24
"Kersey, PA",0.0,2
"Seven Valleys, PA",0.22619170305676856,458
"Kernersville, NC",0.26597719298245615,456
"Wilkes Barre, PA",0.2488694388777555,998
"Torrington, CT",0.36027561728395063,324
"Loami, IL",0.0,10
"Machesney Park, IL",0.30008794612794615,1485
"Dacula, GA",0.3742745062836625,1114
"Jackson, MN",0.0557625,16
"Sunset Valley, TX",0.15199811320754716,106
"Hickory, KY",0.3359676646706587,334
"Hamilton, OH",0.1943245901639344,61
"Whitmore, CA",0.45059418604651164,516
"Chappaqua, NY",0.36523370786516857,178
"Livermore, KY",-0.0025,4
"Clarence, NY",0.32726907216494844,97
"Jensen Beach, FL",0.3904484662576687,163
"Whitehall, OH",0.2551312703583062,1228
"Pleasant Grove, AL",0.3872302702702703,1295
"Cecil, AL",0.04743666666666667,60
"Leeds, AL",0.29208359753412594,4542
"Severna Park, MD",0.356500886092205,7787
"Brierfield, AL",0.0,6
"Winsted, MN",0.26648571428571427,98
"Jenison, MI",0.3015,124
"Beavertown, PA",0.29720044052863437,454
"Crown Point, IN",0.19255060109289618,6405
"Folsom, PA",0.17245978260869566,920
"Ickesburg, PA",-0.0033333333333333335,6
"Lykens, PA",0.18559692307692308,130
"Atlanta, GA",0.32900757933170605,48751
"Titusville, PA",0.13027301587301587,126
"Upland, CA",0.3513567836563646,1909
"McKnight, PA",0.439425,32
"Equinunk, PA",0.2742103734439834,964
"James Creek, PA",0.0,2
"North Versailles, PA",0.2944966850828729,1448
"Hookerton, NC",0.3065263157894737,57
"Lincoln, IL",0.06151363636363637,88
"Big Bear City, CA",0.4134566666666667,30
"Lilburn, GA",0.182925,28
"Westmoreland, KS",0.0,6
"Jeffersonville, KY",0.20997105263157895,38
"Seward, AK",0.24605299145299145,585
"New Brighton, MN",0.27682553916004543,1762
"Vernal, UT",0.2639575892857143,448
"Center Ridge, AR",0.0,4
"Millersville, MD",0.5218141649048625,6149
"Le Raysville, PA",n/a,0
"Independence, MO",0.3093608547166328,10834
"Edmonds, WA",0.31251875,160
"Dillwyn, VA",0.645975,8
"Manalapan, NJ",0.25034745762711863,472
"Covington Township, PA",0.2526374485596708,5832
"Manns Choice, PA",n/a,0
"Geneva, IL",0.38071957210776547,12620
"Lexington, KY",0.28278278785322647,47420
"Ames, IA",0.208951376146789,109
"Ravenna, OH",0.3639679245283019,53
"Sour Lake, TX",0.17834090909090908,44
"Johnston, IA",0.3926918918918919,148
"Park City, UT",0.3289417774762551,7370
"Potwin, KS",n/a,0
"Tecumseh, KS",0.12398790849673204,306
"Crownsville, MD",0.35439109748361175,4729
"Juneau, AK",0.2893428002592833,10800
"San Bruno, CA",0.34957800453514737,1323
"Red Bay, AL",0.02788235294117647,17
"Bath, PA",0.2957746368715084,895
"Knoxville, PA",0.20670408163265308,98
"New Tripoli, PA",0.225682,200
"Springdale, PA",0.2809382051282051,780
"Emlenton, PA",0.27763059125964007,1556
"Norristown, PA",0.3204005301730859,6413
"Boyers, PA",0.323575,144
"Homer, AK",0.19901066308243728,1116
"Peoria, IL",0.2721822222222222,405
"Glassboro, NJ",0.2964929061784897,1748
"Caddo Mills, TX",0.3010268897149938,24216
"Eveleth, MN",0.29616102564102564,780
"Farmington, IL",-0.0025,4
"Merion Station, PA",0.35098823529411766,17
"Belton, KY",0.0,2
"Willard, UT",0.1384606557377049,61
"Sullivans Island, SC",0.43117192982456143,57
"Westborough, MA",0.3190644341801386,433
"Duncanville, AL",0.11472,110
"Kimberly, AL",0.1092125,56
"Mc Calla, AL",0.29434464285714285,1624
"Roanoke, AL",0.1698761904761905,63
"Germantown, TN",0.2471837962962963,864
"Woodland, CA",0.2928211612903226,5425
"Bridgeville, PA",0.2525150097465887,3078
"Grass Valley, CA",0.4567293481654957,25620
"Elysburg, PA",-0.0451,12
"Corvallis, OR",0.4396829787234042,94
"McKinney, TX",0.3033529583802025,4445
"College Station, TX",0.1981830303030303,165
"West Bloomfield Township, MI",n/a,0
"Hattiesburg, MS",0.17815,4
"Baxter Springs, KS",0.2159665910808768,10584
"Bloomfield Hills, MI",0.3086058479532164,171
"Moorpark, CA",0.06339351351351352,185
"North Syracuse, NY",0.20188684210526317,152
"Blacksburg, SC",0.10112710133542813,2546
"Hartselle, AL",0.2583106280193237,1242
"Coffee Springs, AL",0.07781071428571429,28
"Mentone, AL",0.21423124999999998,16
"Umatilla, OR",0.14404318181818182,176
"Hickory, NC",-0.0414909090909091,22
"West Deptford, NJ",0.29132475794045787,11051
"Hilldale, PA",0.0659,204
"Pocono Lake, PA",0.12471764705882353,102
"Cookeville, TN",n/a,0
"Glenville, PA",0.0027901960784313807,408
"Hummelstown, PA",0.26192080291970804,6302
"Port Charlotte, FL",0.24682670454545455,1408
"Slovan, PA",0.15558125,32
"Temple, PA",0.2437216923076923,650
"King George, VA",0.25756864330637913,1113
"Big Spring, TX",0.2991725925925926,270
"Prosper, TX",0.23595309859154928,710
"Albany, KY",0.33896470588235295,119
"Kasilof, AK",0.47523846153846155,52
"Greensboro, NC",0.4366198529411765,272
"Ridgeway, SC",0.1939764705882353,255
"Hephzibah, GA",n/a,0
"Munford, AL",0.06690322580645161,31
"Dixiana, AL",0.2470504424778761,113
"Flat Rock, AL",0.2255906976744186,43
"Section, AL",0.23397500000000002,4
"Seattle, WA",0.2653759771447499,24152
"Wasilla, AK",0.2364719266928478,8403
"Brookville, PA",0.22058662790697675,344
"Elizabethtown, PA",0.24102645914396886,1285
"Lansdale, PA",0.354019275619739,12949
"Edina, MN",0.28452798076923075,14561
"Dalmatia, PA",0.0,2
"Dover, PA",0.25121758034026465,2116
"Liberty Township, OH",0.3009485674353599,1431
"Sarver, PA",0.10649449541284405,218
"Madison Lake, MN",0.21546029411764706,68
"Sealy, TX",n/a,0
"Longview, TX",0.3028398058252427,103
"Trinity, TX",0.21272859659424545,1703
"Bolivar, TN",n/a,0
"Baldwin Park, CA",0.04982307692307693,26
"Eden, UT",0.31104,150
"Prairieville, LA",0.25921066666666664,4650
"Mebane, NC",0.3410236641221374,262
"Wellsville, KS",0.17366119402985075,67
"Pascoag, RI",0.20820568181818183,176
"Wind Gap, PA",0.3053698113207547,53
"Plymouth, MA",0.29866187363834423,1377
"Bethlehem, GA",0.36160000000000003,28
"Awendaw, SC",0.31865544554455444,101
"West York, PA",0.37095367647058825,2176
"Ninilchik, AK",0.2913783783783784,777
"Fort Deposit, AL",0.3618545454545455,11
"Stevenson, AL",0.05991428571428571,28
"Richmond, CA",0.21372444444444444,630
"Webster, NY",0.3001317188983856,1053
"Rockland, MA",0.4075733934611048,1774
"Jonestown, PA",0.2901825268817204,744
"Cedar, MN",0.29341333333333336,45
"Cokato, MN",0.24347884615384616,52
"Elgin, IL",0.31836990049751246,2011
"Richmond, TX",0.27513364197530865,648
"Dammeron Valley, UT",n/a,0
"Fort Duchesne, UT",0.08082142857142857,56
"Bloomington, IN",0.30167971014492756,69
"Homer, IL",0.2645245614035088,57
"Decatur, AR",0.10190824742268041,97
"Pisgah, AL",0.0,7
"Rincon, GA",0.3367930795847751,578
"Benton, PA",0.19675,488
"Derry, PA",0.22291263157894736,190
"Hollidaysburg, PA",0.18176767676767677,297
"Anchorage, AK",0.30940691572115536,254536
"Quarryville, PA",0.2481599542334096,874
"Cresco, PA",0.25686905940594057,808
"Cherry Hill, NJ",0.28642356711915534,5304
"Homestead, PA",0.22724716981132076,212
"Vero Beach, FL",0.19047787234042554,940
"Lincoln, NE",0.2527826542491269,859
"Grand Junction, CO",0.34155544354838707,1488
"Slickville, PA",0.44299999999999995,4
"Maple Glen, PA",0.4309641975308642,324
"Mount Pleasant Mills, PA",n/a,0
"Yorba Linda, CA",0.20947952662721894,845
"Bluffton, SC",0.31612955507116297,7799
"Mapleton, MN",0.2832854166666667,48
"Provo, UT",0.25731746439873415,5057
"Ada, MI",n/a,0
"Trussville, AL",0.24197127381397085,2677
"Barnwell, SC",0.2613482041587902,529
"Empire, AL",0.18923175675675677,148
"Ravenel, SC",0.2579922413793103,696
"Fombell, PA",0.10097894736842106,76
"Kulpmont, PA",0.09391666666666668,132
"Holmes, PA",0.05788297872340427,94
"Salisbury, NC",0.2773025744167337,1243
"Eddystone, PA",0.34803389830508474,236
"Landisburg, PA",0.11643333333333332,12
"Shamokin, PA",0.3874916666666667,312
"Hamel, MN",0.27093850746268655,335
"Vienna, VA",0.301251376146789,327
"Independence, KY",0.28555515302935663,1601
"Syracuse, KS",0.43142359208523595,657
"Inman, SC",0.300278859527121,4314
"Gloucester, MA",0.35427216564833675,2946
"Rockville, MD",0.3159577348066298,2172
"Stevens Point, WI",0.28587465753424657,146
"Anderson, SC",0.29615568976046686,14737
"Spartanburg, SC",0.31859486890085087,11518
"Jefferson, SC",0.19699281314168376,487
"Cordova, TN",0.30557234726688104,311
"Gulf Shores, AL",0.27313847624650683,6799
"Opp, AL",0.21695897435897435,117
"Rainbow City, AL",0.261150875,800
"Prior Lake, MN",0.2815215567349002,3957
"Boscawen, NH",0.09734166666666666,72
"Northern Cambria, PA",0.066740625,64
"Swarthmore, PA",0.3451383512544803,1116
"Evergreen Park, IL",0.03175696202531646,79
"Kirkwood, MO",0.29144577464788735,1136
"White Bear Lake, MN",0.2872611386138614,808
"Plainview, MN",0.3514183856502242,1115
"Kershaw, SC",0.23984558303886927,566
"Laurens, SC",0.26866750496360026,1511
"Grant City, MO",0.22658928571428572,28
"Weston, OR",0.09118163265306123,98
"Hillsborough, NC",0.2902785763888889,2880
"Tulsa, OK",0.15078050657261943,3119
"Collegeville, PA",0.3318913248819289,4023
"Clayton, NC",0.3563351515151515,7920
"Greenville, MS",0.24035077319587628,388
"Laurys Station, PA",0.17216620689655174,290
"Sherman, TX",0.3076749951876805,5195
"Wallisville, TX",0.3105126984126984,252
"Harrodsburg, KY",0.30820539018503623,2486
"Quenemo, KS",0.10330833333333332,12
"Wyalusing, PA",0.1348,7
"Statesville, NC",0.23633032786885247,244
"Wamego, KS",0.1890769230769231,65
"Concord, NC",0.45350916334661356,251
"Ross, CA",0.4136135922330097,103
"Bay, AR",n/a,0
"Brighton, AL",0.47858809523809526,42
"Brookhaven, PA",0.330136050302748,2147
"Glenmoore, PA",0.2514574468085106,470
"Northville, MI",n/a,0
"Vandling, PA",n/a,0
"Rome, NY",0.0,3
"Lakeport, CA",0.15575909090909093,66
"Bristol, RI",0.31528385345997284,737
"Robards, KY",0.17132666666666668,15
"Foley, AL",0.262105994606928,4821
"New Ellenton, SC",0.19023897637795276,508
"Blackwood, NJ",0.08926296296296297,108
"Union, OR",0.10183759398496241,1596
"Everett, PA",0.2580388888888889,36
"Conshohocken, PA",0.3556533774834437,755
"Fenton, MO",0.29585682699767263,5156
"Gettysburg, PA",0.24280419906687403,3858
"Loretto, MN",0.44430887245841033,541
"Texas City, TX",0.2678489757914339,3222
"Mount Sterling, KY",0.28836347621843805,1703
"Paint Lick, KY",0.2988,11
"Bossier City, LA",0.32004233428222856,4918
"Santaquin, UT",0.07326666666666667,36
"Glenelg, MD",0.31066672694394215,3318
"Westerly, RI",0.2942579771222155,1661
"Jber, AK",0.05851818181818181,11
"Manning, SC",0.29606617647058825,204
"Nashua, NH",n/a,0
"Broomall, PA",0.3751235593220339,1180
"East Brunswick, NJ",0.27270373216245886,911
"Palmerton, PA",0.351879427359491,943
"Clovis, CA",0.22968525641025642,624
"Eldred, PA",0.2193267857142857,224
"Elizabethtown, KY",0.2923521205357143,1792
"Boston, MA",0.27555279340637645,20262
"Salem, NH",0.10271557093425605,1445
"Fox Lake, IL",0.2560610337972167,503
"Naples, FL",n/a,0
"Tatum, TX",n/a,0
"Del City, OK",0.286717881400209,7656
"Middlesboro, KY",0.16055869017632243,397
"Melvern, KS",-0.002,5
"Irvine, KY",0.24016133333333334,225
"South Beloit, IL",0.20467088607594938,474
"Ranshaw, PA",0.0,3
"Sterling, AK",0.21466851990984223,1331
"Batesburg, SC",0.2583268588770865,659
"Buhl, AL",0.06198666666666667,15
"Goodwater, AL",0.13451428571428573,49
"Williams, OR",0.26583222222222225,180
"Yonkers, NY",0.5665609616074633,2787
"Port Allegany, PA",0.4303746963562753,988
"Falls, PA",0.05916315789473684,114
"Lincoln University, PA",0.30539876543209876,162
"Delaware Water Gap, PA",0.23725,28
"Petersburg, IN",0.25261333333333336,45
"Tarrs, PA",0.20272352941176472,34
"Lemont, IL",0.2823183512544803,2790
"Orem, UT",0.26939481223383666,5166
"Greendale, IN",0.3084391447368421,304
"North Mankato, MN",0.19534239583333335,1920
"Osseo, MN",0.30945982905982905,117
"Pemberton, MN",0.8974,1
"Vine Grove, KY",0.3515287022900763,655
"Frisco City, AL",0.3743666666666667,3
"Kellyton, AL",n/a,0
"Verbena, AL",0.40482061855670104,97
"Damascus, AR",0.19124786324786325,117
"Geneva, AL",0.28975084745762714,177
"Savage, MN",0.2719087837837838,2516
"Falcon, MO",0.34523771106941836,533
"Milwaukee, WI",0.22338283213644525,4456
"Irwin, PA",0.24292975050768784,6894
"Cambridge, MN",0.3026239919354839,3472
"Watervliet, MI",0.293612,100
"Afton, MN",0.3261471014492754,138
"East Peoria, IL",0.17075,16
"Fort Mill, SC",0.306694055997552,13072
"Danville, KY",0.26888449096098954,1051
"Meade, KS",0.0,3
"Turon, KS",0.47985,2
"Fort Campbell, KY",0.16231747572815533,103
"Richfield, MN",0.27519213051823416,521
"Silver Grove, KY",n/a,0
"Pine Valley, UT",0.26465,262
"North Plains, OR",n/a,0
"Pauline, SC",0.07675609756097561,82
"Killen, AL",0.22315208556149732,935
"Liverpool, PA",0.45667254901960785,102
"Greenville, NC",0.3298698208286674,1786
"Camp Hill, PA",0.3057613940092166,8680
"Columbus, PA",0.33205890909090907,550
"Oak Point, TX",0.24592024048096192,998
"Scottdale, PA",0.16503859649122807,114
"West Leechburg, PA",0.139368,100
"Charleston, WV",0.27803333333333335,6
